Stkcd,ShortName,Accper,ROE,净利润增长率,营业收入增长率,资产负债率,总资产,研发投入,TobinQ
601138,工业富联,2025-09-30,0.142993,0.50787,0.213768,0.638158,313528185680.0,7606323000.0,3.568465
601360,三六零,2019-12-31,0.224674,-0.308402,-0.07729,0.150211,33751570000.0,2528171000.0,4.861783
601360,三六零,2020-03-31,0.011565,-0.576357,-0.322043,0.141733,33510909000.0,600820000.0,3.962685
601360,三六零,2020-06-30,0.036667,1.224566,0.209268,0.17241,35934971000.0,1250254000.0,3.618909
601360,三六零,2020-09-30,0.0558,-0.220228,0.103272,0.192261,37585603000.0,2012808000.0,3.170665
601360,三六零,2020-12-31,0.086734,1.066439,0.212702,0.169543,44261773000.0,2871129000.0,2.570335
601360,三六零,2021-03-31,0.006951,-0.784001,-0.299061,0.169782,44853010000.0,775311000.0,2.387325
601360,三六零,2021-06-30,0.015075,0.146746,0.201946,0.162557,43574247000.0,1744831000.0,2.164769
601360,三六零,2021-09-30,0.026964,0.433953,-0.048195,0.152126,41940083000.0,2442421000.0,2.17613
601360,三六零,2021-12-31,0.023436,-1.318333,-0.196171,0.168409,42039484000.0,3128725000.0,2.330401
601360,三六零,2022-06-30,-0.012356,-2.41789424,-0.090209,0.173945,39519383000.0,1612564000.0,1.714417
603019,中科曙光,2019-12-31,0.147234,6.23569,0.262894,0.72442,16769281027.02,737734407.32,2.580951
603019,中科曙光,2020-03-31,0.011394,-0.840087,-0.252211,0.66919,17041225230.01,173159554.21,3.052509
603019,中科曙光,2020-06-30,0.047819,2.469159,-0.057414,0.607659,16064853806.74,330730172.18,3.719966
603019,中科曙光,2020-09-30,0.059604,-0.658356,0.017128,0.632731,17609366933.64,527626738.0,3.421778
603019,中科曙光,2020-12-31,0.107078,7.041323,1.135637,0.429744,20963979137.06,734980839.46,2.798495
603019,中科曙光,2021-03-31,0.006974,-0.849796,-0.528406,0.473341,22856702020.97,177301654.92,2.308276
603019,中科曙光,2021-06-30,0.032921,2.742691,0.268801,0.469533,22906659289.0,373004080.16,2.233129
603019,中科曙光,2021-09-30,0.04097,-0.680756,-0.207203,0.487004,23967869854.23,576976723.44,2.124287
603019,中科曙光,2021-12-31,0.100997,6.675423,1.3299138000000001,0.499409,26121984762.65,962072219.13,2.043686
603019,中科曙光,2022-03-31,0.008729,-0.850341,-0.537843,0.497374,26325682534.22,236587008.55,2.14753
603019,中科曙光,2022-06-30,0.037958,2.416794,0.308478,0.482283,26359541066.72,488387197.88,2.09455
603019,中科曙光,2022-09-30,0.046843,-0.53438,-0.169742,0.488437,32083078606.94,777485069.12,1.570827
603019,中科曙光,2022-12-31,0.104676,4.076101,1.3299138000000001,0.442298,31810174007.19,1105462294.02,1.461257
603019,中科曙光,2023-03-31,0.008575,-0.835113,-0.591204,0.426973,31275596194.15,294469281.78,2.221204
603019,中科曙光,2023-06-30,0.03283,1.852178,0.350175,0.403005,30388492368.58,584422689.08,2.855193
603019,中科曙光,2023-09-30,0.043808,-0.543097,-0.240195,0.405996,30719159993.84,858494686.27,2.24219
603019,中科曙光,2023-12-31,0.100905,4.468348,1.3299138000000001,0.383821,31615458539.32,1316264291.08,2.211937
603019,中科曙光,2024-03-31,0.006721,-0.879411,-0.61762268,0.384956,31894702480.93,363343338.86,2.5761
603019,中科曙光,2024-06-30,0.028869,2.317251,0.304512,0.382426,32092196584.15,624926641.01,2.275052
603019,中科曙光,2024-09-30,0.040747,-0.454657,-0.279587,0.385883,32616373439.6,982880371.62,2.526739
603019,中科曙光,2024-12-31,0.097699,3.999778,1.192084,0.417578,36617491563.87,1292251446.8,3.307423
603019,中科曙光,2025-03-31,0.007981,-0.857501,-0.493514,0.412407,35930290716.83,390306528.12,3.114812
603019,中科曙光,2025-06-30,0.032617,2.144995,0.261962,0.407036,36624107961.28,629372118.46,3.219483
603019,中科曙光,2025-09-30,0.042622,-0.586473,-0.089918,0.406665,36990049910.63,973892715.39,5.123516
688256,寒武纪,2025-03-31,0.063059,0.308126,0.123581,0.159685,6944976188.52,272571507.48,20.41688944000001
688256,寒武纪,2025-06-30,0.170201,0.921097,0.591908,0.196829,8420117458.26,541895478.65,20.41688944000001
688256,寒武纪,2025-09-30,0.19154,-0.170047,-0.024001,0.101158,12592153353.85,842824329.82,20.41688944000001
