Stkcd,ShortName,Accper,ROE,净利润增长率,营业收入增长率,资产负债率,总资产,研发投入,TobinQ,Year,Quarter,ln_Asset,ln_RD,RD_Intensity,Lag_1_ln_RD,Lag_1_RD_Intensity
300229,拓尔思,2023-03-31,0.010534,0.462054,-0.221229,0.110663,3810072852.76,27700482.78,6.717096,2023,1,22.060914147361526,17.136960435987007,0.007270328901961518,18.66298964644742,0.032808197462881515
300229,拓尔思,2023-06-30,0.023058,0.191581,0.110578,0.104184,3790834392.04,67431350.57,5.552518,2023,2,22.055851988021004,18.026620624555562,0.017787996941146373,17.136960435987007,0.007270328901961518
300229,拓尔思,2023-09-30,0.007514,-2.24453,-0.328881,0.108843,3757202350.02,98808858.16,4.217383,2023,3,22.046940461555533,18.40869782630953,0.026298519205246965,18.026620624555562,0.017787996941146373
300229,拓尔思,2024-03-31,0.008065,1.556224,-0.011417,0.087459,3711235540.49,34542209.72,3.496861,2024,1,22.034630687905317,17.357692633266907,0.009307468993315186,18.40869782630953,0.026298519205246965
300229,拓尔思,2024-06-30,0.017105,0.122073,0.228269,0.088192,3718311949.86,70868722.93,2.96067,2024,2,22.03653562532421,18.07633976483909,0.019059380677478747,17.357692633266907,0.009307468993315186
300229,拓尔思,2024-09-30,0.012346,-1.529513,0.013831,0.086346,3692671457.39,109791399.03,3.670109,2024,3,22.02961600524981,18.514092760019583,0.029732241358834875,18.07633976483909,0.019059380677478747
300308,中际旭创,2019-12-31,0.087755,0.033421,0.180228,0.339805,10491166090.97,362353137.15,3.887835,2019,4,23.073799415328136,19.708129814031256,0.03453888099835595,,
300308,中际旭创,2020-03-31,0.021917,-0.012473,-0.100201,0.355862,11016083474.36,88009578.88,3.835558,2020,1,23.122622175900336,18.29295622879014,0.00798918954135041,19.708129814031256,0.03453888099835595
300308,中际旭创,2020-06-30,0.051278,0.382811,0.446798,0.414465,12560466057.84,175671992.55,3.991514,2020,2,23.253820103813958,18.98412914119181,0.01398610463505444,18.29295622879014,0.00798918954135041
300308,中际旭创,2020-09-30,0.082702,0.120734,0.021643,0.418253,13214262583.56,292243980.98,3.132912,2020,3,23.304562581974647,19.49309956607706,0.022115799435042542,18.98412914119181,0.01398610463505444
300308,中际旭创,2020-12-31,0.117485,0.142765,-0.058826,0.412923,13615732311.29,506428981.51,3.076869,2020,4,23.33449174872004,20.042894659601235,0.03719439909156228,19.49309956607706,0.022115799435042542
300308,中际旭创,2021-03-31,0.016709,-0.504015,-0.202214,0.379539,13155274835.12,119932550.71,2.289548,2021,1,23.300088643285804,18.602440073642946,0.009116689101000145,20.042894659601235,0.03719439909156228
300308,中际旭创,2021-06-30,0.042352,0.558005,0.240757,0.406896,14013007801.1,227585914.47,2.366889,2021,2,23.363251863838826,19.24303837548089,0.016241046726037992,18.602440073642946,0.009116689101000145
300308,中际旭创,2021-09-30,0.067952,0.048184,0.108505,0.398002,14379363594.67,352218934.97,2.127565,2021,3,23.389059931978334,19.67976351740223,0.024494751290700865,19.24303837548089,0.016241046726037992
300308,中际旭创,2021-12-31,0.090475,0.455365,0.172452,0.299531,16564680790.78,541099309.92,2.352338,2021,4,23.530538602411784,20.109113389132204,0.032665845889477026,19.67976351740223,0.024494751290700865
300308,中际旭创,2022-03-31,0.018369,-0.328866,-0.119957,0.279247,16425091373.09,154449938.28,1.818196,2022,1,23.52207596435123,18.85538058419185,0.00940329248536435,20.109113389132204,0.032665845889477026
300308,中际旭创,2022-06-30,0.041833,0.274245,0.025758,0.29524,16752720771.4,349028992.03,1.777362,2022,2,23.541826516139928,19.670665551300726,0.020834167583444547,18.85538058419185,0.00940329248536435
300308,中际旭创,2022-09-30,0.072257,0.316867,0.229424,0.285306,16719727736.62,560584086.48,1.534673,2022,3,23.53985516077541,20.144489811490107,0.03352830233306931,19.670665551300726,0.020834167583444547
300308,中际旭创,2022-12-31,0.104232,0.059489,0.054239,0.271063,16556988219.94,767018963.81,1.578668,2022,4,23.53007409858646,20.458022084984126,0.04632599562318101,20.144489811490107,0.03352830233306931
300308,中际旭创,2023-03-31,0.019912,-0.361001,-0.33839,0.265477,17014411475.12,156385244.11,3.038224,2023,1,23.55732655570984,18.86783304089622,0.009191340196437622,20.458022084984126,0.04632599562318101
300308,中际旭创,2023-06-30,0.050968,0.645751,0.179437,0.225189,17196540370.52,322495682.93,7.108941,2023,2,23.56797405928537,19.591600310947754,0.018753521114215146,18.86783304089622,0.009191340196437622
300308,中际旭创,2023-09-30,0.100482,0.652497,0.39666,0.259106,18965066038.08,471363662.05,5.161134,2023,3,23.66586449418403,19.971140462444765,0.024854311664591507,19.591600310947754,0.018753521114215146
300308,中际旭创,2023-12-31,0.164483,0.346016,0.218545,0.261524,20006747461.32,739367582.4,4.792351,2023,4,23.719335426668906,20.421305761742136,0.03695591119093469,19.971140462444765,0.024854311664591507
300308,中际旭创,2024-03-31,0.065395,0.14782,0.313164,0.254454,22340346978.67,257385577.66,5.880618,2024,1,23.829660162188873,19.366085824594805,0.011521109224746836,20.421305761742136,0.03695591119093469
300308,中际旭创,2024-06-30,0.150836,0.342053,0.229941,0.298203,24422765089.32,524712003.24,6.627808,2024,2,23.918781529739764,20.078360106687594,0.021484545313399217,19.366085824594805,0.011521109224746836
300308,中际旭创,2024-09-30,0.231407,0.061936,0.09368,0.311071,27124286366.57,741977641.53,6.712119,2024,3,24.0236953393944,20.42482966931651,0.027354734111805747,20.078360106687594,0.021484545313399217
300308,中际旭创,2024-12-31,0.306369,0.024277,0.005458,0.297005,28866276555.26,1244026850.29,5.094135,2024,4,24.085939849503408,20.94161941566872,0.04309620078323936,20.42482966931651,0.027354734111805747
300308,中际旭创,2025-03-31,0.079974,0.126856,0.019027,0.303935,31582872453.01,290341050.19,3.754149,2025,1,24.17588079961753,19.486566828539324,0.009192990619266143,20.94161941566872,0.04309620078323936
300308,中际旭创,2025-06-30,0.190515,0.509565,0.215865,0.303073,34786708490.76,585616998.59,4.961971,2025,2,24.27250121084852,20.18817654954454,0.016834504441417642,19.486566828539324,0.009192990619266143
300308,中际旭创,2025-09-30,0.313379,0.30382,0.258885,0.294734,39726194819.53,945331888.65,11.585427,2025,3,24.405276626186357,20.66704662977847,0.02379618518573192,20.18817654954454,0.016834504441417642
300339,润和软件,2019-12-31,-0.01581568,-2.41789424,-0.183696,0.390971,4627124261.74,227000503.23,2.778246,2019,4,22.255201402300592,19.240462796720742,0.04905865725435218,,
300339,润和软件,2020-06-30,0.021966,4.391773,0.138513,0.359352,4320827527.89,120417518.66,2.27074,2020,2,22.186712778239603,18.60647559237938,0.027869087086381288,19.240462796720742,0.04905865725435218
300339,润和软件,2020-09-30,0.039008,-0.06472,0.021424,0.340772,4261677543.7,203069375.62,2.706639,2020,3,22.172928709313855,19.129058235369293,0.047650103401228855,18.60647559237938,0.027869087086381288
300339,润和软件,2020-12-31,0.059096,0.204307,0.315454,0.336393,4323879078.85,251584235.72,2.139603,2020,4,22.187418771219022,19.343288428681568,0.05818484539741397,19.129058235369293,0.047650103401228855
300339,润和软件,2021-03-31,0.009471,-0.530858,-0.156954,0.33823,4391237143.81,62111796.78,1.910653,2021,1,22.202876833856564,17.944446509213993,0.014144487019462014,19.343288428681568,0.05818484539741397
300339,润和软件,2021-06-30,0.024606,0.624243,-0.074197,0.324763,4389670168.5,154884079.96,8.191499,2021,2,22.20251992875077,18.85818753031896,0.035283762564084775,17.944446509213993,0.014144487019462014
300339,润和软件,2021-09-30,0.040123,0.038946,0.114346,0.318621,4415145128.32,231240726.45,5.748106,2021,3,22.208306542108733,19.25896983603937,0.0523744338474303,18.85818753031896,0.035283762564084775
300339,润和软件,2021-12-31,0.060959,0.358518,0.172106,0.307531,4413694908.73,282128013.33,4.416169,2021,4,22.20797802339122,19.457871477422387,0.0639210500870754,19.25896983603937,0.0523744338474303
300339,润和软件,2022-03-31,0.010656,-0.477016,-0.124236,0.338892,4685268848.54,60969027.8,3.714732,2022,1,22.267689135950857,17.925876568611645,0.013012919806938904,19.457871477422387,0.0639210500870754
300339,润和软件,2022-06-30,0.028258,0.680042,0.115476,0.351692,4878931265.09,157483138.67,3.281754,2022,2,22.30819202977147,18.874828960785447,0.03227820399865686,17.925876568611645,0.013012919806938904
300339,润和软件,2022-09-30,0.039252,-0.363122,-0.065422,0.34412,4892365690.05,239856233.57,2.963354,2022,3,22.310941804645115,19.29555027919553,0.04902663634850825,18.874828960785447,0.03227820399865686
300339,润和软件,2022-12-31,0.034631,-1.414097,0.040224,0.332866,4805232236.02,280232344.24,3.410625,2022,4,22.292971210358875,19.451129621464744,0.05831816871188442,19.29555027919553,0.04902663634850825
300339,润和软件,2023-06-30,0.023968,0.256742,-0.052656,0.32088,4845016424.62,154084843.91,4.25936,2023,2,22.301216472297842,18.85301394963967,0.03180274954838467,19.451129621464744,0.05831816871188442
300339,润和软件,2023-09-30,0.029248,-0.594187,0.040457,0.320988,4890652249.13,246658533.28,4.009393,2023,3,22.310591515818462,19.32351548581575,0.05043469065376263,18.85301394963967,0.03180274954838467
300339,润和软件,2023-12-31,0.049939,2.92233,0.299979,0.331825,5059287626.78,278605377.94,4.421482,2023,4,22.344491525113273,19.44530692615878,0.055068104146772795,19.32351548581575,0.05043469065376263
300339,润和软件,2024-03-31,0.007975,-0.606989,-0.184539,0.314124,4987009741.0,61389545.74,3.944038,2024,1,22.330102316787013,17.932750130089243,0.01230989088216421,19.44530692615878,0.055068104146772795
300339,润和软件,2024-06-30,0.025418,1.19477,0.051858,0.328435,5117729491.91,144515149.76,3.545059,2024,2,22.355976719029652,18.788894909570605,0.028238137632801134,17.932750130089243,0.01230989088216421
300339,润和软件,2024-09-30,0.032837,-0.562664,0.022894,0.381432,5629319596.86,226919882.42,5.668372,2024,3,22.451254418661467,19.240107576673168,0.040310356965089444,18.788894909570605,0.028238137632801134
300339,润和软件,2024-12-31,0.048108,1.032131,0.1952,0.347968,5372343594.59,267794064.39,7.764552,2024,4,22.404530073835673,19.40572883037087,0.0498467865420356,19.240107576673168,0.040310356965089444
300339,润和软件,2025-03-31,0.008666,-0.423174,-0.159452,0.381602,5723618119.15,65795179.19,7.605992,2025,1,22.467866980683016,18.00205714422058,0.011495382434733623,19.40572883037087,0.0498467865420356
300339,润和软件,2025-06-30,0.0161,-0.118969,0.098486,0.369241,5750448053.58,155231424.97,7.408965,2025,2,22.47254361108162,18.860427632135785,0.02699466607186532,18.00205714422058,0.011495382434733623
300339,润和软件,2025-09-30,0.021644,-0.258915,0.062563,0.386445,5935796196.5,238986113.78,8.517199,2025,3,22.504267008748364,19.291916011053267,0.04026184624076488,18.860427632135785,0.02699466607186532
300394,天孚通信,2019-12-31,0.149129,-0.168286,0.036164,0.128818,1344719334.53,56038097.72,5.787982,2019,4,21.019451155013034,17.841542351662678,0.041672709152788506,,
300394,天孚通信,2020-03-31,0.039098,0.147975,0.122959,0.146042,1428073505.34,18924490.2776,5.577958,2020,1,21.07959217386678,16.75596747595423,0.013251762046446205,17.841542351662678,0.041672709152788506
300394,天孚通信,2020-06-30,0.106418,0.731653,0.508193,0.144529,1435658126.6,37068979.66,8.394828,2020,2,21.084889205830144,17.428291077041806,0.02582019979073199,16.75596747595423,0.013251762046446205
300394,天孚通信,2020-09-30,0.174839,0.104008,0.118042,0.174938,1589298191.89,56454937.93,7.195352,2020,3,21.186558366989438,17.84895333684965,0.03552192925033379,17.428291077041806,0.02582019979073199
300394,天孚通信,2020-12-31,0.222632,-0.253619,-0.179096,0.142156,1605717976.68,77303023.84,6.737104,2020,4,21.19683683099813,18.163243643969277,0.048142341907283476,17.84895333684965,0.03552192925033379
300394,天孚通信,2021-03-31,0.039524,0.063293,0.122981,0.091305,2433319178.34,21834966.55,3.774257,2021,1,21.61252207929518,16.8990232587546,0.00897332612357731,18.163243643969277,0.048142341907283476
300394,天孚通信,2021-06-30,0.078783,-0.039409,0.012208,0.08585432,2353151206.84,52746036.69,4.287293,2021,2,21.579021205927436,17.78099921261767,0.02241506475940898,16.8990232587546,0.00897332612357731
300394,天孚通信,2021-09-30,0.118948,0.109794,0.121092,0.090487,2453592694.27,82000660.21,3.994656,2021,3,21.620819193204454,18.222237868732602,0.03342064899422806,17.78099921261767,0.02241506475940898
300394,天孚通信,2021-12-31,0.166161,0.242043,-0.035165,0.08585432,2551079700.12,99672659.89,5.701634,2021,4,21.659782518315023,18.417401983587382,0.039070774576471096,18.222237868732602,0.03342064899422806
300394,天孚通信,2022-03-31,0.035166,-0.109705,0.06109,0.08585432,2644175687.54,26920796.05,4.194653,2022,1,21.69562520436068,17.108409670400558,0.010181167679915277,18.417401983587382,0.039070774576471096
300394,天孚通信,2022-06-30,0.073848,0.082636,0.042382,0.126018,2721995113.67,62197556.05,4.031947,2022,2,21.724630946049167,17.945826281214625,0.022849988134673958,17.108409670400558,0.010181167679915277
300394,天孚通信,2022-09-30,0.115602,0.156138,0.059075,0.12316,2835388447.3,96131434.82,3.799467,2022,3,21.765444783187927,18.38122693616264,0.03390414985697681,17.945826281214625,0.022849988134673958
300394,天孚通信,2022-12-31,0.162842,0.205917,-0.017259,0.090973,2900921125.63,122715858.99,3.533765,2022,4,21.788294153032847,18.625382159600218,0.04230237696081775,18.38122693616264,0.03390414985697681
300394,天孚通信,2023-03-31,0.034067,-0.269969,-0.064445,0.08585432,3020530289.54,31170370.67,6.82851,2023,1,21.828698245481533,17.254978575637782,0.010319502763452497,18.625382159600218,0.04230237696081775
300394,天孚通信,2023-06-30,0.087818,0.563037,0.314262,0.09454,3026284430.8,63456523.31,14.029813,2023,2,21.83060144353307,17.965865572843168,0.02096845976015058,17.254978575637782,0.010319502763452497
300394,天孚通信,2023-09-30,0.157382,0.413907,0.436821,0.117238,3342427727.86,104684341.83,11.340889,2023,3,21.929963244525606,18.466460121487106,0.03131985202175919,17.965865572843168,0.02096845976015058
300394,天孚通信,2023-12-31,0.243284,0.425372,0.351601,0.137245,3898223252.92,143255785.64,9.408145,2023,4,22.0837867101013,18.780142308135922,0.03674899469461964,18.466460121487106,0.03131985202175919
300394,天孚通信,2024-03-31,0.079679,-0.035707,-0.001115,0.124911,4183093556.61,52374016.71,14.404898,2024,1,22.154316895068384,17.773921181090365,0.012520402903071612,18.780142308135922,0.03674899469461964
300394,天孚通信,2024-06-30,0.184492,0.342681,0.126575,0.141362,4359433189.52,112089366.88,11.376049,2024,2,22.195607883452638,18.534807038584464,0.0257119129958135,17.773921181090365,0.012520402903071612
300394,天孚通信,2024-09-30,0.270108,-0.142456,0.017558,0.168989,4664594713.76,172805259.63,12.103171,2024,3,22.263266789392286,18.967675857331486,0.03704614660738799,18.534807038584464,0.0257119129958135
300394,天孚通信,2024-12-31,0.365445,0.13329,0.021753,0.158491,4736726176.3,232236461.55,10.843275,2024,4,22.278612053918522,19.26326664569244,0.04902889736628325,18.967675857331486,0.03704614660738799
300394,天孚通信,2025-03-31,0.081096,-0.07506,0.102253,0.166356,5209808463.88,61496570.67,9.164215,2025,1,22.37380892886508,17.934491986019673,0.011803998380431915,19.26326664569244,0.04902889736628325
300394,天孚通信,2025-06-30,0.207248,0.663156,0.59984,0.169454,5651354599.63,125502253.16,11.152464,2025,2,22.45516110551571,18.64783427780907,0.022207463882768345,17.934491986019673,0.011803998380431915
300394,天孚通信,2025-09-30,0.330452,0.008104,-0.032255,0.164521,5846616056.67,200146396.16,20.41688944000001,2025,3,22.489128878971076,19.114559642541366,0.03423286123460541,18.64783427780907,0.022207463882768345
300418,昆仑万维,2019-12-31,0.277187,-0.021371,0.059113,0.542666,10257378104.21,282954126.49,2.417919,2019,4,23.05126309863311,19.460795348794,0.027585424229790788,,
300418,昆仑万维,2020-03-31,0.100041,0.453871,0.019839,0.504211,10989947666.33,38684233.29,2.364181,2020,1,23.120246843415206,17.4709426923098,0.0035199651958777957,19.460795348794,0.027585424229790788
300418,昆仑万维,2020-06-30,0.4892560400000003,5.242821,-0.292946,0.314273,12625839904.92,71308826.38,2.632353,2020,2,23.25901133701738,18.08253068389228,0.005647848136599022,17.4709426923098,0.0035199651958777957
300418,昆仑万维,2020-09-30,0.4892560400000003,-0.841912,-0.234105,0.290783,12749551808.05,102495300.16,2.686618,2020,3,23.268761955623184,18.44532751315048,0.0080391296653491,18.08253068389228,0.005647848136599022
300418,昆仑万维,2020-12-31,0.4892560400000003,0.63382,-0.140874,0.268867,13239640167.63,165881812.14,2.03696,2020,4,23.306481209414503,18.926786123714354,0.012529178288815545,18.44532751315048,0.0080391296653491
300418,昆仑万维,2021-03-31,0.023194,-0.614872,0.689532,0.222803,17392229998.5,132584445.72,1.822415,2021,1,23.5792893916226,18.702730334115508,0.007623199884743636,18.926786123714354,0.012529178288815545
300418,昆仑万维,2021-06-30,0.089388,1.689116,0.900753,0.299257,17897998267.43,274767574.58,1.377259,2021,2,23.607954714904636,19.43143611855601,0.01535186060890452,18.702730334115508,0.007623199884743636
300418,昆仑万维,2021-09-30,0.181158,0.573256,-0.160771,0.268748,19259116971.47,416470983.87,1.305425,2021,3,23.681250394470435,19.84732735296684,0.021624614694793654,19.43143611855601,0.01535186060890452
300418,昆仑万维,2021-12-31,0.110743,-1.76057,0.013599,0.257444,17898675591.47,596340842.82,1.806645,2021,4,23.607992557752425,20.206322947169397,0.03331759602951847,19.84732735296684,0.021624614694793654
300418,昆仑万维,2022-06-30,0.046802,-0.248935,-0.114374,0.189928,17901550365.86,305878947.56,1.262051,2022,2,23.60815315866034,19.53869998870795,0.017086729434526573,20.206322947169397,0.03331759602951847
300418,昆仑万维,2022-09-30,0.058301,-0.362965,0.088072,0.171692,18249247057.02,483957752.49,1.16796904,2022,3,23.627389658974224,19.99750817469356,0.026519327124996883,19.53869998870795,0.017086729434526573
300418,昆仑万维,2022-12-31,0.088644,1.282353,0.163506,0.17184,17560746007.37,690332232.42,1.16796904,2022,4,23.58893190758641,20.352683537382898,0.03931109943337699,19.99750817469356,0.026519327124996883
300418,昆仑万维,2023-03-31,0.017871,-0.359155,-0.089845,0.160459,17324682816.6,170600992.53,3.362728,2023,1,23.575398074010632,18.954838016744638,0.009847279418387688,20.352683537382898,0.03931109943337699
300418,昆仑万维,2023-06-30,0.028321,-0.30494,-0.007548,0.156798,19651250589.15,351117052.85,2.607514,2023,2,23.70140681645028,19.67663021258793,0.017867415168165503,18.954838016744638,0.009847279418387688
300418,昆仑万维,2023-09-30,0.028128,-1.009341,0.039676,0.164466,19943153216.4,620340661.23,2.500274,2023,3,23.716151724203723,20.245779340317846,0.031105445287351586,19.67663021258793,0.017867415168165503
300418,昆仑万维,2024-03-31,-0.011541,-1.187764,-0.021484,0.171779,21372927974.8,348655625.7,2.437169,2024,1,23.785390910219093,19.669595250035417,0.016312955628311032,20.245779340317846,0.031105445287351586
300474,景嘉微,2019-12-31,0.077016,0.14372,0.132372,0.092148,2597740933.18,117164726.68,6.885967,2019,4,21.67790803243206,18.579091431448354,0.04510254474705217,,
300474,景嘉微,2020-03-31,0.010741,-0.518544,-0.187919,0.103347,2658961011.33,25907001.64,5.892091,2020,1,21.701201286192685,17.07002386232656,0.009743279999070554,18.579091431448354,0.04510254474705217
300474,景嘉微,2020-06-30,0.037381,1.500521,0.622041,0.094256,2663083154.77,72812393.93,7.707868,2020,2,21.70275036926515,18.103396758701795,0.02734138954676709,17.07002386232656,0.009743279999070554
300474,景嘉微,2020-09-30,0.060786,-0.096004,-0.181657,0.093788,2725243249.36,105380809.93,7.072176,2020,3,21.725823526897845,18.47309111800903,0.03866840508815049,18.103396758701795,0.02734138954676709
300474,景嘉微,2020-12-31,0.084926,0.057552,0.197356,0.167139,3039205042.99,177403749.32,7.09667,2020,4,21.834861819151264,18.9939387680898,0.05837176064483903,18.47309111800903,0.03866840508815049
300474,景嘉微,2021-03-31,0.019118,-0.197591,0.132058,0.174606,3125894571.19,43828978.17,7.768709,2021,1,21.862986341950204,17.59580578145527,0.014021259249736852,18.9939387680898,0.05837176064483903
300474,景嘉微,2021-06-30,0.048866,0.575035,0.237124,0.174679,3172141572.0,108847217.05,9.473832,2021,2,21.877672771501103,18.505455787670087,0.0343134802086948,17.59580578145527,0.014021259249736852
300474,景嘉微,2021-09-30,0.094617,0.606706,0.287783,0.152814,3236219359.62,161828260.1,11.747262,2021,3,21.897671621119617,18.902046214208866,0.05000534330868166,18.505455787670087,0.0343134802086948
300474,景嘉微,2021-12-31,0.108501,-0.649895,-0.173176,0.138437,3325204147.19,253153010.7,13.92658,2021,4,21.924796906820596,19.349504653208495,0.07613156952000366,18.902046214208866,0.05000534330868166
300474,景嘉微,2022-03-31,0.026559,0.785623,0.293127,0.147894,3468808736.37,66757813.19,8.528132,2022,1,21.967077068323224,18.016581914909736,0.019245169815808285,19.349504653208495,0.07613156952000366
300474,景嘉微,2022-06-30,0.042829,-0.386321,-0.496558,0.178908,3604492366.07,134511811.15,8.773226,2022,2,22.005446783917915,18.717162575826563,0.03731782384010402,18.016581914909736,0.019245169815808285
300474,景嘉微,2022-09-30,0.057792,0.020146,0.017938,0.164382,3741266926.44,214779375.99,5.963738,2022,3,22.04269014139492,19.18512190570106,0.05740819359135468,18.717162575826563,0.03731782384010402
300474,景嘉微,2022-12-31,0.093832,1.393966,1.290711,0.165705,3948640091.47,312387663.6,6.449084,2022,4,22.096637075940748,19.55975548923472,0.07911272143410375,19.18512190570106,0.05740819359135468
300474,景嘉微,2023-03-31,-0.01581568,-1.610119,-0.61762268,0.1609,3877481661.37,75538766.42,14.466199,2023,1,22.078451723505395,18.140156558197273,0.019481398757489027,19.55975548923472,0.07911272143410375
300474,景嘉微,2023-09-30,0.004643,-0.631248,-0.556586,0.188329,4207995783.59,239202399.56,8.996441,2023,3,22.160252310382745,19.292820615776346,0.056844733659862985,18.140156558197273,0.019481398757489027
300474,景嘉微,2023-12-31,0.017794,0.897997,0.966695,0.186124,4194391499.21,331233380.78,7.902724,2023,4,22.157014112520656,19.61833376579492,0.07897054455750893,19.292820615776346,0.056844733659862985
300474,景嘉微,2024-03-31,-0.003372,-1.261538,-0.555963,0.182382,4192893059.31,70286523.55,8.24999,2024,1,22.156656800233115,18.06809065348523,0.016763252140174222,19.61833376579492,0.07897054455750893
300474,景嘉微,2024-09-30,0.006975,-1.224997,-0.61762268,0.126784,3930621619.18,188935546.94,9.044779,2024,3,22.092063423138917,19.056916498674198,0.04806759979593646,18.06809065348523,0.016763252140174222
300502,新易盛,2019-12-31,0.172789,0.526723,0.353114,0.202494,1665182568.13,81343198.45,5.902451,2019,4,21.23320060489617,18.21418779194566,0.048849417479398916,,
300502,新易盛,2020-03-31,0.04137,-0.296201,-0.313995,0.21289,1765623145.88,18924490.2776,8.02735,2020,1,21.291769522177468,16.75596747595423,0.010718306633983262,18.21418779194566,0.048849417479398916
300502,新易盛,2020-06-30,0.135664,1.401455,1.097985,0.265927,2031111466.34,39120247.32,10.553606,2020,2,21.431849000530054,17.482150750759008,0.019260512270404085,16.75596747595423,0.010718306633983262
300502,新易盛,2020-09-30,0.229989,0.115779,0.060691,0.329067,2451427730.55,65030543.08,9.003745,2020,3,21.61993643893512,17.990367626410364,0.026527619912910833,17.482150750759008,0.019260512270404085
300502,新易盛,2020-12-31,0.206101,-0.004783,-0.067267,0.183322,4217115642.85,85082819.93,4.948451,2020,4,22.162417234348823,18.25913570395258,0.02017559562879323,17.990367626410364,0.026527619912910833
300502,新易盛,2021-03-31,0.032114,-0.250179,0.11391,0.167541,4272204171.44,18924490.2776,3.625784,2021,1,22.175395730402332,16.75596747595423,0.00442967833890328,18.25913570395258,0.02017559562879323
300502,新易盛,2021-06-30,0.090943,0.87356,0.308409,0.165637,4385879062.54,33249670.14,3.778697,2021,2,22.20165591304166,17.31955543449091,0.007581073181882054,16.75596747595423,0.00442967833890328
300502,新易盛,2021-09-30,0.128322,-0.326387,-0.292318,0.169594,4577621065.81,54911345.19,3.89939,2021,3,22.24444528218286,17.821230555253933,0.011995607412795657,17.31955543449091,0.007581073181882054
300502,新易盛,2021-12-31,0.178832,0.389084,0.537975,0.186157,4864234763.02,108424232.18,4.270589,2021,4,22.30517524586906,18.501562175306532,0.022290090314778296,17.821230555253933,0.011995607412795657
300502,新易盛,2022-03-31,0.032901,-0.328003,-0.169356,0.182845,5006577034.73,36826739.98,3.342906,2022,1,22.33401829193673,17.42173479631696,0.007355672293572535,18.501562175306532,0.022290090314778296
300502,新易盛,2022-06-30,0.110814,1.481929,0.002466,0.213363,5546502713.83,65189940.67,2.608685,2022,2,22.436433424429808,17.992815746131186,0.011753341525904475,17.42173479631696,0.007355672293572535
300502,新易盛,2022-09-30,0.176812,-0.083114,0.263833,0.174002,5648341449.56,111436020.83,2.07187,2022,3,22.45462779026045,18.528961188934318,0.019728980945137576,17.992815746131186,0.011753341525904475
300502,新易盛,2022-12-31,0.205642,-0.531614,-0.042315,0.178163,5876061496.29,187241361.94,2.227715,2022,4,22.494152560875502,19.04790905347668,0.03186511272188345,18.528961188934318,0.019728980945137576
300502,新易盛,2023-03-31,0.022081,-0.23601,-0.330158,0.151653,5820940965.35,31577936.24,4.376689,2023,1,22.484727763516485,17.26796924610237,0.005424885156536077,19.04790905347668,0.03186511272188345
300502,新易盛,2023-06-30,0.058305,0.674135,0.173666,0.140399,5889248623.98,60813226.33,8.333837,2023,2,22.496394258387518,17.923317878044525,0.010326143488386461,17.26796924610237,0.005424885156536077
300502,新易盛,2023-09-30,0.085631,-0.217866,0.110585,0.144384,6081888071.47,100283222.99,5.513814,2023,3,22.528581022788245,18.423508980617907,0.016488830739984566,17.923317878044525,0.010326143488386461
300502,新易盛,2023-12-31,0.133725,0.832862,0.291673,0.151243,6439983560.34,133774501.55,5.588091,2023,4,22.58579182431718,18.71166612359745,0.020772491155697508,18.423508980617907,0.016488830739984566
300502,新易盛,2024-03-31,0.057628,0.254032,0.101227,0.211683,7354053814.22,53189130.31,6.679487,2024,1,22.718517537478892,17.78936463475584,0.007232627290155539,18.71166612359745,0.020772491155697508
300502,新易盛,2024-06-30,0.147772,0.665744,0.451063,0.248056,8302736259.61,129569726.5,9.258939,2024,2,22.839850967252335,18.679729730492493,0.015605665704487428,17.78936463475584,0.007232627290155539
300502,新易盛,2024-09-30,0.262329,0.444559,0.487943,0.278776,9821803616.17,200856114.66,9.658331,2024,3,23.00787061008237,19.118099367198216,0.020450023489506867,18.679729730492493,0.015605665704487428
300502,新易盛,2024-12-31,0.411453,0.526052,0.463481,0.32107,12266549853.89,403168623.6,6.99971,2024,4,23.23014187062714,19.814865455721392,0.03286732034697973,19.118099367198216,0.020450023489506867
300502,新易盛,2025-03-31,0.172271,0.31952,0.152389,0.331444,14850327707.24,117885316.89,5.014715,2025,1,23.421287769779237,18.585222827557992,0.007938229998286651,19.814865455721392,0.03286732034697973
300502,新易盛,2025-06-30,0.386079,0.506982,0.575644,0.330757,18071339565.19,333715619.54,7.305651,2025,2,23.61759307080014,19.6257997527549,0.01846656792299013,18.585222827557992,0.007938229998286651
300502,新易盛,2025-09-30,0.4892560400000003,0.006342,-0.049694,0.31992,21356332939.88,501274536.72,17.343689,2025,3,23.784614157455337,20.032664488444247,0.02347193865778048,19.6257997527549,0.01846656792299013
300624,万兴科技,2019-12-31,0.124071,-1.199074,0.070426,0.224371,1123892133.7316,155569811.67,5.914628,2019,4,20.840063617381876,18.86260514491011,0.13842058948617222,,
300624,万兴科技,2020-06-30,0.129886,0.741338,0.406338,0.182553,1123892133.7316,72198609.96,11.309836,2020,2,20.840063617381876,18.094931364896823,0.06423980361912734,18.86260514491011,0.13842058948617222
300624,万兴科技,2020-09-30,0.185262,-0.253953,-0.120303,0.182663,1123892133.7316,124129297.06,8.979007,2020,3,20.840063617381876,18.636834306598193,0.11044591676948572,18.094931364896823,0.06423980361912734
